ticket_id,created_date,resolved_date,channel,category,priority,agent,resolution_time_hours,satisfaction_score,status
TCK-00222,2025-03-04,2025-03-04 06:41:24.000000000,Chat,Technical Issue,Low,Agent_12,6.69,,Resolved
TCK-00868,2025-03-05,2025-03-05 01:27:36.000000000,Chat,Account Access,High,Agent_09,1.46,,Resolved
TCK-04594,2025-03-05,2025-03-05 03:33:36.000000000,Phone,Billing,High,Agent_06,3.56,4.0,Closed
TCK-02891,2025-03-05,2025-03-05 03:10:48.000000000,Email,Account Access,High,Agent_03,3.18,5.0,Closed
TCK-01576,2025-03-05,2025-03-05 01:12:36.000000000,Email,Account Access,Medium,Agent_06,1.21,3.0,Resolved
TCK-03012,2025-03-05,2025-03-05 03:08:24.000000000,Chat,Billing,High,Agent_11,3.14,,Resolved
TCK-03057,2025-03-05,2025-03-05 00:11:24.000000000,Social Media,Product Question,Urgent,Agent_05,0.19,,Resolved
TCK-00992,2025-03-05,2025-03-05 06:51:00.000000000,Phone,Account Access,Medium,Agent_12,6.85,,Closed
TCK-00371,2025-03-05,2025-03-05 02:13:12.000000000,Email,Account Access,Medium,Agent_20,2.22,,Resolved
TCK-00504,2025-03-05,2025-03-05 05:01:48.000000000,Phone,Technical Issue,Low,Agent_09,5.03,,Resolved
TCK-03910,2025-03-05,2025-03-05 02:11:24.000000000,Email,Complaint,Low,Agent_05,2.19,,Resolved
TCK-03217,2025-03-05,2025-03-05 09:22:48.000000000,Phone,Technical Issue,Low,Agent_13,9.38,4.0,Closed
TCK-03721,2025-03-05,2025-03-05 01:55:48.000000000,Phone,Product Question,Medium,Agent_12,1.93,,Resolved
TCK-03249,2025-03-05,2025-03-05 05:26:24.000000000,Email,Complaint,Medium,Agent_20,5.44,,Closed
TCK-00219,2025-03-05,2025-03-05 08:21:36.000000000,Phone,Billing,Low,Agent_05,8.36,3.0,Resolved
TCK-01843,2025-03-06,2025-03-06 01:15:36.000000000,Phone,Account Access,Urgent,Agent_02,1.26,,Reopened
TCK-04733,2025-03-06,2025-03-06 03:06:36.000000000,Chat,Product Question,Urgent,Agent_18,3.11,,Resolved
TCK-03848,2025-03-06,2025-03-06 09:35:24.000000000,Email,Complaint,Medium,Agent_11,9.59,,Resolved
TCK-00721,2025-03-06,2025-03-06 07:38:24.000000000,Chat,Billing,Low,Agent_12,7.64,4.0,Resolved
TCK-02107,2025-03-06,2025-03-06 06:52:12.000000000,Chat,Technical Issue,High,Agent_17,6.87,2.0,Resolved
TCK-04186,2025-03-06,2025-03-06 02:04:48.000000000,Phone,Technical Issue,Medium,Agent_10,2.08,5.0,Resolved
TCK-00190,2025-03-06,2025-03-06 08:07:48.000000000,Phone,Product Question,Low,Agent_07,8.13,3.0,Resolved
TCK-03752,2025-03-06,2025-03-06 02:19:48.000000000,Email,Technical Issue,Urgent,Agent_15,2.33,,Resolved
TCK-02208,2025-03-06,2025-03-06 13:36:36.000000000,Email,Technical Issue,Low,Agent_12,13.61,,Reopened
TCK-01134,2025-03-06,2025-03-06 02:22:12.000000000,Email,Billing,Medium,Agent_05,2.37,4.0,Resolved
TCK-03747,2025-03-06,2025-03-06 05:43:12.000000000,Email,Account Access,Medium,Agent_04,5.72,3.0,Closed
TCK-01992,2025-03-06,2025-03-06 03:19:48.000000000,Phone,Technical Issue,Urgent,Agent_16,3.33,4.0,Resolved
TCK-02235,2025-03-06,2025-03-06 02:43:12.000000000,Chat,Account Access,High,Agent_10,2.72,4.0,Resolved
TCK-00621,2025-03-06,2025-03-06 03:18:00.000000000,Email,Technical Issue,Medium,Agent_13,3.3,3.0,Resolved
TCK-03156,2025-03-06,2025-03-06 03:33:00.000000000,Chat,Account Access,Low,Agent_10,3.55,,Resolved
TCK-02328,2025-03-06,2025-03-06 08:34:47.999999999,Phone,Technical Issue,Medium,Agent_11,8.58,4.0,Resolved
TCK-02330,2025-03-06,2025-03-06 04:30:36.000000000,Chat,Billing,Low,Agent_19,4.51,,Resolved
TCK-02438,2025-03-06,2025-03-06 09:42:00.000000000,Email,Billing,Low,Agent_07,9.7,,Resolved
TCK-03048,2025-03-06,2025-03-06 04:33:00.000000000,Email,Complaint,Medium,Agent_09,4.55,4.0,Resolved
TCK-01365,2025-03-06,2025-03-06 02:45:36.000000000,Social Media,Technical Issue,Medium,Agent_17,2.76,5.0,Closed
TCK-01662,2025-03-07,2025-03-07 03:12:36.000000000,Email,Billing,High,Agent_09,3.21,5.0,Resolved
TCK-04588,2025-03-07,2025-03-07 05:25:12.000000000,Phone,Billing,Low,Agent_02,5.42,3.0,Resolved
TCK-01846,2025-03-07,2025-03-07 02:06:36.000000000,Email,Technical Issue,High,Agent_03,2.11,,Resolved
TCK-03839,2025-03-07,2025-03-07 05:34:47.999999999,Phone,Technical Issue,Medium,Agent_08,5.58,,Resolved
TCK-00352,2025-03-07,2025-03-07 11:04:12.000000000,Phone,Billing,Low,Unknown,11.07,3.0,Resolved
TCK-03784,2025-03-07,2025-03-07 07:56:24.000000000,Email,Complaint,Medium,Agent_03,7.94,3.0,Resolved
TCK-04351,2025-03-07,2025-03-07 01:02:24.000000000,Phone,Billing,High,Agent_08,1.04,,Closed
TCK-02443,2025-03-07,2025-03-07 05:37:12.000000000,Phone,Billing,Low,Agent_12,5.62,4.0,Resolved
TCK-00309,2025-03-07,2025-03-07 04:06:36.000000000,Chat,Complaint,Medium,Agent_17,4.11,4.0,Resolved
TCK-02341,2025-03-07,2025-03-07 01:11:24.000000000,Phone,Billing,Low,Agent_20,1.19,,Resolved
TCK-00211,2025-03-07,2025-03-07 04:24:36.000000000,Email,Product Question,High,Agent_02,4.41,4.0,Closed
TCK-00595,2025-03-08,2025-03-08 07:34:47.999999999,Phone,Billing,Low,Agent_06,7.58,,Closed
TCK-02886,2025-03-08,2025-03-08 01:25:48.000000000,Phone,Technical Issue,High,Agent_16,1.43,4.0,Resolved
TCK-03895,2025-03-08,2025-03-08 06:00:00.000000000,Phone,Refund Request,Medium,Agent_10,6.0,,Closed
TCK-01599,2025-03-08,2025-03-08 03:22:48.000000000,Email,Account Access,Medium,Agent_18,3.38,3.0,Reopened
TCK-04889,2025-03-08,2025-03-08 03:05:24.000000000,Phone,Account Access,High,Agent_19,3.09,4.0,Resolved
TCK-00872,2025-03-08,2025-03-08 01:06:36.000000000,Phone,Technical Issue,High,Agent_05,1.11,5.0,Closed
TCK-04128,2025-03-08,2025-03-08 04:08:24.000000000,Email,Technical Issue,Low,Agent_06,4.14,4.0,Resolved
TCK-03047,2025-03-08,2025-03-08 09:19:12.000000000,Phone,Billing,Medium,Agent_03,9.32,,Resolved
TCK-01889,2025-03-08,2025-03-08 04:53:24.000000000,Chat,Product Question,Medium,Agent_09,4.89,,Resolved
TCK-02573,2025-03-08,2025-03-08 05:27:00.000000000,Email,Billing,Low,Agent_19,5.45,3.0,Closed
TCK-01066,2025-03-08,2025-03-08 00:38:24.000000000,Chat,Technical Issue,Urgent,Agent_20,0.64,5.0,Resolved
TCK-03059,2025-03-08,2025-03-08 03:58:12.000000000,Chat,Technical Issue,Medium,Agent_17,3.97,,Resolved
TCK-00524,2025-03-08,2025-03-08 04:25:48.000000000,Email,Technical Issue,Medium,Agent_18,4.43,,Resolved
TCK-03628,2025-03-08,2025-03-08 04:14:24.000000000,Email,Billing,Low,Agent_09,4.24,3.0,Resolved
TCK-00429,2025-03-08,2025-03-08 02:27:00.000000000,Social Media,Technical Issue,Low,Agent_07,2.45,4.0,Reopened
TCK-04291,2025-03-09,2025-03-09 02:26:24.000000000,Email,Refund Request,High,Agent_13,2.44,,Closed
TCK-01623,2025-03-09,2025-03-09 01:57:36.000000000,Email,Technical Issue,Medium,Agent_20,1.96,5.0,Resolved
TCK-04368,2025-03-09,2025-03-09 01:27:00.000000000,Email,Billing,High,Agent_02,1.45,5.0,Resolved
TCK-01392,2025-03-09,2025-03-09 16:08:24.000000000,Phone,Account Access,Low,Agent_18,16.14,2.0,Closed
TCK-02889,2025-03-09,2025-03-09 03:27:36.000000000,Email,Account Access,Medium,Agent_12,3.46,4.0,Resolved
TCK-02345,2025-03-09,2025-03-09 04:24:00.000000000,Phone,Billing,Low,Agent_05,4.4,4.0,Closed
TCK-02701,2025-03-09,2025-03-09 05:41:24.000000000,Email,Complaint,Low,Agent_17,5.69,,Resolved
TCK-01758,2025-03-09,2025-03-09 04:18:00.000000000,Chat,Billing,Low,Unknown,4.3,,Resolved
TCK-01851,2025-03-09,2025-03-09 03:48:36.000000000,Email,Complaint,Medium,Agent_01,3.81,4.0,Resolved
TCK-03250,2025-03-09,2025-03-09 09:31:12.000000000,Phone,Product Question,Medium,Agent_14,9.52,3.0,Closed
TCK-03736,2025-03-10,2025-03-10 01:44:24.000000000,Chat,Billing,Low,Agent_10,1.74,5.0,Resolved
TCK-01920,2025-03-10,2025-03-10 08:13:48.000000000,Email,Billing,Medium,Agent_03,8.23,3.0,Resolved
TCK-03979,2025-03-10,2025-03-10 02:45:00.000000000,Email,Account Access,Urgent,Agent_19,2.75,3.0,Resolved
TCK-01305,2025-03-10,2025-03-10 09:22:12.000000000,Phone,Complaint,Low,Agent_13,9.37,,Resolved
TCK-03489,2025-03-10,2025-03-10 06:39:00.000000000,Chat,Technical Issue,Medium,Agent_06,6.65,4.0,Resolved
TCK-02634,2025-03-10,2025-03-10 15:44:24.000000000,Email,Technical Issue,Low,Agent_02,15.74,,Resolved
TCK-02698,2025-03-10,2025-03-10 03:09:36.000000000,Email,Billing,High,Agent_03,3.16,3.0,Resolved
TCK-03216,2025-03-10,2025-03-10 01:24:00.000000000,Social Media,Technical Issue,High,Agent_06,1.4,,Resolved
TCK-04116,2025-03-10,2025-03-10 06:12:00.000000000,Email,Account Access,Medium,Agent_13,6.2,3.0,Closed
TCK-01494,2025-03-10,2025-03-10 02:01:12.000000000,Email,Technical Issue,Urgent,Agent_08,2.02,4.0,Resolved
TCK-04943,2025-03-10,2025-03-10 00:42:00.000000000,Email,Billing,Urgent,Agent_09,0.7,3.0,Resolved
TCK-00213,2025-03-10,2025-03-10 09:38:24.000000000,Phone,Technical Issue,Low,Agent_13,9.64,,Resolved
TCK-04524,2025-03-10,2025-03-10 10:54:00.000000000,Email,Billing,Low,Agent_15,10.9,3.0,Closed
TCK-03354,2025-03-10,2025-03-10 03:24:36.000000000,Email,Technical Issue,Medium,Agent_03,3.41,3.0,Closed
TCK-04451,2025-03-10,2025-03-10 01:12:36.000000000,Chat,Product Question,High,Agent_02,1.21,,Resolved
TCK-02904,2025-03-10,2025-03-10 06:03:00.000000000,Email,Technical Issue,Low,Agent_03,6.05,,Resolved
TCK-01286,2025-03-10,2025-03-10 03:12:36.000000000,Email,Account Access,Low,Agent_20,3.21,,Resolved
TCK-03319,2025-03-10,2025-03-10 02:36:00.000000000,Phone,Billing,High,Agent_10,2.6,4.0,Closed
TCK-04756,2025-03-11,2025-03-11 12:41:24.000000000,Chat,Technical Issue,Medium,Agent_11,12.69,2.0,Closed
TCK-04408,2025-03-11,2025-03-11 02:58:12.000000000,Chat,Product Question,Low,Agent_08,2.97,4.0,Resolved
TCK-03873,2025-03-11,2025-03-11 01:46:12.000000000,Email,Product Question,Medium,Agent_09,1.77,,Resolved
TCK-02031,2025-03-11,2025-03-11 11:18:00.000000000,Email,Complaint,Low,Agent_16,11.3,3.0,Resolved
TCK-04831,2025-03-11,2025-03-11 06:13:48.000000000,Email,Complaint,Low,Agent_20,6.23,,Resolved
TCK-02770,2025-03-11,2025-03-11 01:31:48.000000000,Phone,Billing,Medium,Agent_08,1.53,4.0,Resolved
TCK-03005,2025-03-11,2025-03-11 02:55:12.000000000,Email,Complaint,Medium,Agent_08,2.92,4.0,Resolved
TCK-01611,2025-03-11,2025-03-11 02:12:36.000000000,Phone,Billing,High,Agent_12,2.21,4.0,Resolved
TCK-04865,2025-03-11,2025-03-11 03:33:36.000000000,Email,Account Access,Low,Agent_03,3.56,4.0,Resolved
TCK-03969,2025-03-11,2025-03-11 01:51:36.000000000,Email,Technical Issue,Medium,Agent_03,1.86,3.0,Closed
TCK-04063,2025-03-11,2025-03-11 07:36:00.000000000,Phone,Technical Issue,Low,Agent_04,7.6,,Closed
TCK-01138,2025-03-11,2025-03-11 07:35:24.000000000,Email,Technical Issue,Medium,Agent_09,7.59,4.0,Closed
TCK-01483,2025-03-11,2025-03-11 09:04:48.000000000,Chat,Technical Issue,Medium,Agent_13,9.08,,Resolved
TCK-04835,2025-03-11,2025-03-11 01:15:00.000000000,Phone,Technical Issue,Medium,Agent_09,1.25,5.0,Reopened
TCK-00032,2025-03-11,2025-03-11 02:48:00.000000000,Phone,Product Question,Medium,Agent_16,2.8,,Resolved
TCK-02352,2025-03-12,2025-03-12 01:49:48.000000000,Email,Complaint,High,Agent_17,1.83,5.0,Closed
TCK-03154,2025-03-12,2025-03-12 03:45:00.000000000,Phone,Product Question,Medium,Agent_10,3.75,3.0,Resolved
TCK-03255,2025-03-12,2025-03-12 03:51:36.000000000,Email,Billing,Medium,Agent_12,3.86,,Resolved
TCK-04541,2025-03-12,2025-03-12 02:13:12.000000000,Email,Billing,Urgent,Agent_02,2.22,4.0,Closed
TCK-02514,2025-03-12,2025-03-12 07:09:36.000000000,Phone,Billing,Low,Agent_03,7.16,3.0,Resolved
TCK-04208,2025-03-12,2025-03-12 06:06:36.000000000,Email,Product Question,Low,Agent_03,6.11,3.0,Resolved
TCK-01073,2025-03-12,2025-03-12 02:28:12.000000000,Chat,Complaint,Medium,Agent_06,2.47,4.0,Resolved
TCK-02180,2025-03-12,2025-03-12 13:24:36.000000000,Chat,Technical Issue,Medium,Agent_19,13.41,,Resolved
TCK-02953,2025-03-12,2025-03-12 02:38:24.000000000,Chat,Product Question,Medium,Agent_01,2.64,,Resolved
TCK-00483,2025-03-12,2025-03-12 01:15:36.000000000,Email,Technical Issue,High,Agent_02,1.26,3.0,Resolved
TCK-00848,2025-03-12,2025-03-12 11:54:00.000000000,Phone,Product Question,Low,Agent_05,11.9,,Resolved
TCK-01075,2025-03-12,2025-03-12 05:35:24.000000000,Email,Billing,High,Agent_17,5.59,4.0,Resolved
TCK-04916,2025-03-12,2025-03-12 01:45:36.000000000,Email,Account Access,High,Agent_07,1.76,4.0,Resolved
TCK-02821,2025-03-12,2025-03-12 05:35:24.000000000,Email,Product Question,Low,Agent_05,5.59,3.0,Resolved
TCK-04945,2025-03-12,2025-03-12 07:30:00.000000000,Social Media,Complaint,Medium,Agent_20,7.5,4.0,Resolved
TCK-03218,2025-03-13,2025-03-13 00:50:24.000000000,Phone,Technical Issue,Urgent,Agent_06,0.84,4.0,Resolved
TCK-00503,2025-03-13,2025-03-13 08:57:00.000000000,Phone,Refund Request,Medium,Agent_15,8.95,,Resolved
TCK-04787,2025-03-13,2025-03-13 02:49:12.000000000,Email,Technical Issue,Low,Agent_07,2.82,5.0,Resolved
TCK-00012,2025-03-13,2025-03-13 03:54:36.000000000,Phone,Billing,Medium,Agent_09,3.91,,Reopened
TCK-02426,2025-03-13,2025-03-13 01:24:36.000000000,Chat,Billing,Medium,Agent_18,1.41,3.0,Closed
TCK-02850,2025-03-13,2025-03-13 04:06:36.000000000,Email,Refund Request,Low,Agent_08,4.11,3.0,Resolved
TCK-01730,2025-03-13,2025-03-13 05:09:36.000000000,Chat,Complaint,Medium,Agent_13,5.16,4.0,Resolved
TCK-00953,2025-03-13,2025-03-13 09:08:24.000000000,Phone,Technical Issue,Low,Agent_04,9.14,3.0,Resolved
TCK-02811,2025-03-13,2025-03-13 02:19:48.000000000,Chat,Technical Issue,High,Agent_08,2.33,,Resolved
TCK-03869,2025-03-13,2025-03-13 02:45:00.000000000,Social Media,Billing,Medium,Agent_13,2.75,4.0,Resolved
TCK-03142,2025-03-13,2025-03-13 02:54:00.000000000,Email,Product Question,Medium,Agent_17,2.9,,Resolved
TCK-03113,2025-03-13,2025-03-13 03:51:00.000000000,Email,Refund Request,Low,Agent_13,3.85,,Resolved
TCK-03653,2025-03-13,2025-03-13 04:31:48.000000000,Email,Complaint,Medium,Agent_10,4.53,,Reopened
TCK-00358,2025-03-13,2025-03-13 03:04:12.000000000,Email,Product Question,Low,Agent_15,3.07,5.0,Closed
TCK-04452,2025-03-13,2025-03-13 01:34:11.999999999,Email,Technical Issue,Urgent,Agent_13,1.57,4.0,Resolved
TCK-03797,2025-03-13,2025-03-13 02:10:48.000000000,Phone,Technical Issue,Medium,Agent_16,2.18,,Resolved
TCK-04751,2025-03-13,2025-03-13 05:02:24.000000000,Chat,Complaint,Low,Agent_09,5.04,,Reopened
TCK-04616,2025-03-14,2025-03-14 06:44:24.000000000,Phone,Account Access,High,Agent_04,6.74,,Resolved
TCK-02773,2025-03-14,2025-03-14 02:15:00.000000000,Chat,Complaint,Medium,Agent_15,2.25,,Closed
TCK-02984,2025-03-14,2025-03-14 01:56:24.000000000,Phone,Account Access,Urgent,Agent_14,1.94,,Reopened
TCK-00062,2025-03-14,2025-03-14 03:55:48.000000000,Chat,Complaint,Low,Agent_08,3.93,4.0,Resolved
TCK-04804,2025-03-14,2025-03-14 02:34:11.999999999,Chat,Technical Issue,Low,Agent_18,2.57,5.0,Resolved
TCK-04961,2025-03-14,2025-03-14 04:00:00.000000000,Phone,Complaint,Medium,Agent_19,4.0,4.0,Resolved
TCK-02775,2025-03-14,2025-03-14 01:58:48.000000000,Chat,Billing,High,Agent_17,1.98,,Resolved
TCK-02705,2025-03-14,2025-03-14 04:56:24.000000000,Phone,Product Question,Medium,Agent_15,4.94,4.0,Resolved
TCK-02471,2025-03-14,2025-03-14 02:00:00.000000000,Email,Technical Issue,High,Agent_01,2.0,,Closed
TCK-03000,2025-03-14,2025-03-14 01:38:24.000000000,Phone,Refund Request,High,Agent_05,1.64,4.0,Resolved
TCK-01747,2025-03-14,2025-03-14 06:25:12.000000000,Email,Technical Issue,High,Agent_06,6.42,4.0,Resolved
TCK-00386,2025-03-14,2025-03-14 03:25:48.000000000,Phone,Billing,High,Agent_20,3.43,4.0,Resolved
TCK-02054,2025-03-14,2025-03-14 10:25:48.000000000,Email,Product Question,Low,Agent_03,10.43,,Resolved
TCK-03925,2025-03-14,2025-03-14 08:24:00.000000000,Email,Technical Issue,Low,Agent_12,8.4,4.0,Resolved
TCK-01664,2025-03-14,2025-03-14 07:43:48.000000000,Phone,Refund Request,Low,Agent_16,7.73,,Resolved
TCK-04538,2025-03-14,2025-03-14 00:53:24.000000000,Email,Complaint,High,Agent_15,0.89,5.0,Closed
TCK-04119,2025-03-14,2025-03-14 02:21:00.000000000,Chat,Complaint,Low,Agent_16,2.35,4.0,Closed
TCK-00798,2025-03-14,2025-03-14 06:09:00.000000000,Email,Complaint,Low,Agent_12,6.15,3.0,Closed
TCK-04124,2025-03-15,2025-03-15 01:52:48.000000000,Email,Account Access,Medium,Agent_09,1.88,4.0,Resolved
TCK-02309,2025-03-15,2025-03-15 01:42:00.000000000,Chat,Technical Issue,Medium,Agent_08,1.7,4.0,Reopened
TCK-01324,2025-03-15,2025-03-15 07:01:48.000000000,Phone,Account Access,Medium,Agent_07,7.03,,Resolved
TCK-00832,2025-03-15,2025-03-15 05:27:00.000000000,Email,Complaint,High,Agent_10,5.45,,Resolved
TCK-03464,2025-03-15,2025-03-15 02:10:12.000000000,Email,Billing,Low,Agent_06,2.17,5.0,Resolved
TCK-00184,2025-03-15,2025-03-15 03:58:48.000000000,Chat,Account Access,Medium,Agent_11,3.98,,Resolved
TCK-02076,2025-03-15,2025-03-15 02:54:00.000000000,Social Media,Technical Issue,Medium,Agent_05,2.9,,Resolved
TCK-03854,2025-03-15,2025-03-15 04:20:24.000000000,Phone,Refund Request,Medium,Agent_06,4.34,5.0,Resolved
TCK-02860,2025-03-15,2025-03-15 01:37:12.000000000,Chat,Billing,High,Agent_16,1.62,,Resolved
TCK-00624,2025-03-15,2025-03-15 03:59:24.000000000,Email,Technical Issue,High,Agent_03,3.99,,Closed
TCK-01045,2025-03-15,2025-03-15 04:57:00.000000000,Social Media,Technical Issue,Medium,Agent_14,4.95,,Resolved
TCK-04222,2025-03-15,2025-03-15 16:16:48.000000000,Email,Technical Issue,Medium,Agent_15,16.28,,Resolved
TCK-00299,2025-03-15,2025-03-15 02:12:36.000000000,Email,Refund Request,Low,Agent_07,2.21,3.0,Resolved
TCK-00613,2025-03-15,2025-03-15 02:49:12.000000000,Email,Complaint,Low,Agent_05,2.82,5.0,Resolved
TCK-03248,2025-03-15,2025-03-15 01:57:36.000000000,Phone,Technical Issue,High,Agent_16,1.96,,Resolved
TCK-01756,2025-03-15,2025-03-15 06:28:12.000000000,Email,Billing,Medium,Agent_10,6.47,,Resolved
TCK-04846,2025-03-15,2025-03-15 06:18:00.000000000,Email,Complaint,Low,Agent_03,6.3,3.0,Closed
TCK-02456,2025-03-16,2025-03-16 07:31:12.000000000,Email,Billing,Medium,Agent_07,7.52,2.0,Resolved
TCK-02725,2025-03-16,2025-03-16 00:37:48.000000000,Phone,Technical Issue,High,Agent_05,0.63,5.0,Reopened
TCK-02733,2025-03-16,2025-03-16 03:12:36.000000000,Email,Complaint,High,Agent_11,3.21,,Resolved
TCK-01700,2025-03-16,2025-03-16 04:48:36.000000000,Phone,Billing,Low,Agent_07,4.81,3.0,Resolved
TCK-04771,2025-03-16,2025-03-16 02:00:00.000000000,Email,Product Question,Medium,Agent_10,2.0,4.0,Closed
TCK-03696,2025-03-16,2025-03-16 02:52:48.000000000,Email,Billing,Medium,Agent_18,2.88,4.0,Resolved
TCK-04530,2025-03-16,2025-03-16 02:49:48.000000000,Email,Product Question,Low,Agent_02,2.83,4.0,Closed
TCK-04019,2025-03-16,2025-03-16 06:42:00.000000000,Phone,Product Question,Medium,Agent_03,6.7,3.0,Resolved
TCK-03792,2025-03-16,2025-03-16 03:40:12.000000000,Chat,Account Access,High,Agent_14,3.67,4.0,Resolved
TCK-02603,2025-03-16,2025-03-16 03:42:36.000000000,Email,Billing,Low,Agent_07,3.71,,Resolved
TCK-04079,2025-03-17,2025-03-17 03:02:24.000000000,Email,Product Question,High,Agent_11,3.04,4.0,Closed
TCK-01832,2025-03-17,2025-03-17 07:17:23.999999999,Email,Account Access,High,Agent_13,7.29,3.0,Closed
TCK-03039,2025-03-17,2025-03-17 02:35:24.000000000,Phone,Complaint,Low,Agent_08,2.59,4.0,Reopened
TCK-02830,2025-03-17,2025-03-17 07:10:48.000000000,Email,Complaint,Low,Agent_16,7.18,,Resolved
TCK-01900,2025-03-17,2025-03-17 03:43:48.000000000,Phone,Refund Request,Low,Agent_09,3.73,3.0,Resolved
TCK-02434,2025-03-17,2025-03-17 01:58:48.000000000,Social Media,Technical Issue,Low,Agent_05,1.98,5.0,Resolved
TCK-03543,2025-03-17,2025-03-17 07:13:12.000000000,Email,Technical Issue,Medium,Agent_17,7.22,4.0,Closed
TCK-01434,2025-03-17,2025-03-17 01:52:12.000000000,Phone,Refund Request,High,Agent_14,1.87,4.0,Resolved
TCK-03393,2025-03-17,2025-03-17 06:42:36.000000000,Phone,Product Question,Low,Agent_08,6.71,5.0,Resolved
TCK-03202,2025-03-17,2025-03-17 07:05:24.000000000,Email,Technical Issue,Low,Agent_07,7.09,,Resolved
TCK-04633,2025-03-18,2025-03-18 02:09:36.000000000,Social Media,Complaint,Medium,Agent_18,2.16,4.0,Resolved
TCK-03288,2025-03-18,2025-03-18 04:39:00.000000000,Chat,Technical Issue,Low,Agent_03,4.65,3.0,Resolved
TCK-02483,2025-03-18,2025-03-18 05:45:00.000000000,Chat,Technical Issue,Low,Agent_11,5.75,3.0,Resolved
TCK-01705,2025-03-18,2025-03-18 05:21:00.000000000,Email,Billing,Medium,Agent_08,5.35,4.0,Resolved
TCK-01032,2025-03-18,2025-03-18 02:15:36.000000000,Phone,Account Access,High,Agent_01,2.26,4.0,Resolved
TCK-04614,2025-03-18,2025-03-19 05:19:12.000000000,Email,Complaint,Low,Agent_20,29.32,1.0,Resolved
TCK-00695,2025-03-18,2025-03-18 06:25:48.000000000,Email,Technical Issue,High,Agent_01,6.43,,Resolved
TCK-03987,2025-03-18,2025-03-18 04:18:36.000000000,Chat,Technical Issue,Low,Agent_07,4.31,5.0,Resolved
TCK-02237,2025-03-18,2025-03-18 03:06:00.000000000,Email,Product Question,Low,Agent_02,3.1,,Resolved
TCK-01949,2025-03-18,2025-03-18 05:34:11.999999999,Social Media,Account Access,Low,Agent_12,5.57,3.0,Resolved
TCK-04565,2025-03-18,2025-03-18 01:52:12.000000000,Phone,Complaint,High,Agent_05,1.87,5.0,Reopened
TCK-02320,2025-03-18,2025-03-18 06:16:48.000000000,Email,Refund Request,Low,Agent_13,6.28,3.0,Resolved
TCK-03201,2025-03-18,2025-03-18 01:51:00.000000000,Chat,Billing,High,Agent_17,1.85,5.0,Resolved
TCK-01948,2025-03-19,2025-03-19 16:45:36.000000000,Phone,Account Access,Low,Agent_19,16.76,,Reopened
TCK-02404,2025-03-19,2025-03-19 11:29:24.000000000,Chat,Billing,Low,Agent_16,11.49,3.0,Resolved
TCK-04715,2025-03-19,2025-03-19 02:19:12.000000000,Phone,Complaint,Medium,Agent_06,2.32,4.0,Resolved
TCK-03192,2025-03-19,2025-03-19 03:32:24.000000000,Phone,Technical Issue,Medium,Agent_02,3.54,,Resolved
TCK-03486,2025-03-19,2025-03-19 01:44:24.000000000,Phone,Billing,Urgent,Agent_13,1.74,4.0,Resolved
TCK-01670,2025-03-19,2025-03-19 02:04:12.000000000,Phone,Product Question,High,Agent_07,2.07,,Resolved
TCK-04956,2025-03-19,2025-03-19 02:14:24.000000000,Phone,Product Question,Medium,Agent_17,2.24,4.0,Closed
TCK-03257,2025-03-19,2025-03-19 02:51:00.000000000,Phone,Complaint,Low,Agent_20,2.85,,Resolved
TCK-03920,2025-03-20,2025-03-20 01:34:11.999999999,Phone,Complaint,Medium,Agent_10,1.57,3.0,Resolved
TCK-01542,2025-03-20,2025-03-20 04:48:00.000000000,Phone,Complaint,Low,Agent_10,4.8,,Resolved
TCK-04547,2025-03-20,2025-03-20 05:01:12.000000000,Phone,Billing,Low,Agent_20,5.02,5.0,Resolved
TCK-02694,2025-03-20,2025-03-20 04:10:48.000000000,Chat,Account Access,Medium,Agent_03,4.18,4.0,Resolved
TCK-03139,2025-03-20,2025-03-20 02:23:24.000000000,Email,Technical Issue,Medium,Agent_18,2.39,3.0,Resolved
TCK-04148,2025-03-20,2025-03-20 03:08:24.000000000,Phone,Complaint,Medium,Agent_06,3.14,,Closed
TCK-02978,2025-03-20,2025-03-20 13:04:48.000000000,Email,Product Question,Low,Agent_01,13.08,2.0,Resolved
TCK-01355,2025-03-20,2025-03-20 03:01:48.000000000,Social Media,Billing,Medium,Agent_10,3.03,,Reopened
TCK-02625,2025-03-20,2025-03-20 03:44:24.000000000,Email,Account Access,Medium,Agent_12,3.74,3.0,Closed
TCK-02422,2025-03-20,2025-03-20 02:33:36.000000000,Email,Technical Issue,High,Agent_18,2.56,4.0,Resolved
TCK-02562,2025-03-20,2025-03-20 08:01:48.000000000,Phone,Technical Issue,Medium,Agent_05,8.03,,Resolved
TCK-03436,2025-03-20,2025-03-20 02:01:48.000000000,Phone,Refund Request,High,Agent_05,2.03,4.0,Resolved
TCK-02799,2025-03-20,2025-03-20 08:39:00.000000000,Email,Refund Request,Medium,Agent_20,8.65,4.0,Resolved
TCK-04516,2025-03-20,2025-03-20 01:59:24.000000000,Phone,Complaint,High,Agent_06,1.99,,Resolved
TCK-02430,2025-03-20,2025-03-20 01:42:00.000000000,Phone,Account Access,Medium,Agent_19,1.7,5.0,Resolved
TCK-03643,2025-03-20,2025-03-20 01:00:36.000000000,Email,Technical Issue,Medium,Agent_06,1.01,,Resolved
